"id_car_option","name"
"19940","Телевизионная система"
"19941","20 динамиков"
"19942","Камера заднего вида с индикацией на сенсорном экране"
"19943","Кожаная обивка салона (кожа Sofgrain с двойной отстрочкой)"
"19944","Отделка крыши Jaguar Suedecloth Premium"
"19945","Сиденья с отделкой кожей Sofgrain, тиснеными логотипами компании на подголовниках, контрастной отстрочкой и окантовкой"
"19946","Логотип XJ с логотипом AWD на крышке багажника"
"19947","Полированные легкосплавные колесные диски Orona 20\"""
"19949","Легкосплавные колесные диски Orona 20\"""
"19951","Декоративная отделка: Gloss Rich Oak"
"19952","Отделка крыши Canvas бежевый из замши Suedecloth Premium"
"19953","Отделка крыши Jet из замши Suedecloth Premium"
"19954","Отделка крыши Ivory слоновая кость из замши Suedecloth Premium"
"19955","Сиденья Ivory слоновая кость с контрастной отстрочкой и окантовкой Truffle трюфель"
"19956","Сиденья Ivory слоновая кость с контрастной отстрочкой и окантовкой Jet темный янтарь"
"19957","Сиденья London Tan рыжевато-коричневый с контрастной отстрочкой и окантовкой Jet черный"
"19958","Сиденья Ivory слоновая кость с контрастной отстрочкой и окантовкой Oyster темно-серый"
"19959","Сиденья London Tan рыжевато-коричневый с контрастной отстрочкой и окантовкой Navy темно-синий"
"19960","Сиденья Cashew кешью с контрастной отстрочкой и окантовкой Truffle трюфель"
"19961","Сиденья Jet черный с контрастной отстрочкой и окантовкой Ivory слоновая кость"
"19962","Сиденья Ivory слоновая кость с контрастной отстрочкой и окантовкой Navy темно-синий"
"19963","Логотип XJ и L с логотипом AWD на крышке багажника"
"19964","Заднее окно из тонированного стекла"
"19965","Столики для задних пассажиров"
"19966","Омыватели и стеклоочистители"
"19967","Регулировка, отодвигающая сиденье переднего пассажира вперед"
"19968","Память передних сидений на 3 положения"
"19969","Подставка под ноги заднего пассажира"
"19970","Система управления гаражными воротами с дистанционным пультом управления в потолочной консоли"
"19971","Охлаждающий ящик в задней части салона"
"19972","Раздельные регулировки температуры для водителя, переднего пассажира, заднего правого и левого пассажиров"
"19973","Две станции для подключения iPad в спинках передних сидений"
"19974","Задние подголовники с механической регулировкой боковых частей"
"19975","Эксклюзивные овальные накладки «Ultimate» на выхлопные трубы из полированной нержавеющей стали"
"19976","Логотип XJ Ultimate на крышке багажника"
"19977","Хромированная окантовка боковых воздухозаборников с надписью «Ultimate»"
"19978","Эксклюзивные рельефные нижние воздухозаборники «Ultimate»"
"19979","Легкосплавные колесные диски Maroa 20\"""
"20148","Черный лак Cupra"
"20149","Черные двойные передние фары"
"20150","17\"" литые диски \""Sira\"" с шинами 215/40 \""Cosmos silver\"""
"20207","Отделка кузова алюминиевыми элементами"
"20208","Легкосплавные диски 20\"", дизайн 5 праллельных спиц, размер 8,5J x 20, с шинами 255/40 R20"
"20212","Окраска кузова - Цвет Синий перламутр (Mugello Blue)"
"20213","Окраска кузова -  Цвет Красный, перламутр (Garnet Red)"
"20214","Стальная подножка"
"20215","Панорамная крыша: система люков с электроприводом (с тонированием остекления)"
"20216","Кованые алюминиевые диски 21\"" Audi exclusive, дизайн 7 двойных спиц, двухцветные, размер 10J x 21, с шинами 295/35 R21"
"20218","Легкосплавные диски Audi exclusive 21\"", дизайн 5 сегментных спиц, титан, размер 10J x 21, с шинами 295/35 R21"
"20220","Легкосплавные диски Audi exclusive 20\"", дизайн 20 спиц, двойные, размер 10J x 20, с шинами 295/40 R20"
"20222","Легкосплавные диски Audi exclusive 20\"", дизайн 5 спиц, титан, размер 9J x 20, с шинами 275/45 R20"
"20224","Легкосплавные диски 19\"", дизайн 5 рукавов Structure, размер 8,5J x 19, с шинами 265/50 R19"
"20226","Кованые алюминиевые диски 21\"" Audi exclusive, дизайн 7 двойных спиц, полированные, размер 10J x 21, с шинами 295/35 R21"
"20243","Многофункциональный спортивный кожаный руль, дизайн 4 спицы, с контрастным швом"
"20244","Регулировка высоты сидений, наклона сидений и спинки, ручная регулировка опоры бедер"
"20245","Передние и задние керамические тормозные диски"
"20246","Легкосплавные диски 20\"", дизайн 10 спиц, размер 10J x 20, с шинами 295/40 R20"
"20249","Пакет дополнительного освещения салона: дополнительная подсветка салона и лампочки во внешних зеркалах заднего вида"
"20250","Отделка интерьера кожей: отделка кожей центральной консоли и подлокотников дверей"
"20251","Комбинированная обивка сидений материалом Alcantara/кожей Feinnappa, ковровое покрытие Fresko"
"20252","Комбинированная обивка сидений материалом Alcantara/кожей Feinnappa, ковровое покрытие Velours"
"20253","Обивка сидений кожей Verano (дизайн-пакет)"
"20254","Алюминиевые накладки на педали Audi exclusive"
"20255","Отделка салона, включая пластиковые элементы, черная"
"20256","Боковины сидений и подголовники черного цвета, с контрастным швом"
"20257","Сиденья выполнены в двух цветах с окантовкой"
"20260","Комфортные сиденья второго ряда"
"20261","Манжета рычага КПП с контрастным швом"
"20262","Центральный комфортный подлокотник в коже"
"20263","Коврики черного цвета с окантовкой, соответствующей по цвету средней части сидений"
"20264","Люк стандартного размера, с электроприводом"
"20265","Подсветка приборной панели"
"20266","Шторка багажного отсека"
"20267","Информационный дисплей панели приборов на русском языке"
"20268","Ремни безопасности передних сидений с предварительным натяжением"
"20269","Хромированные насадки на глушитель"
"20270","Литые диски (R17)"
"20271","Предупредительный свет открытия дверей"
"20272","Кожаная обшивка дверей"
"20273","Сиденья заднего ряда с функцией легкого складывания"
"20274","Управление стеклоподъемниками одним нажатием c защитой от защемления стеклом"
"20275","Электронная система экстренного торможения (EBA)"
"20276","Cистема предупреждения об экстренном торможении (ESS)"
"20277","Камера заднего вида с указанием траектории движения"
"20278","Система динамического контроля тяги (DTC)"
"20279","Декоративные накладки на порогах с LED подсветкой"
"20280","Жесткие подголовники передних сидений, регулируемые по высоте"
"20281","Жесткие подголовники задних сидений, регулируемые по высоте"
"20282","Трехточечные ремни безопасности правого и левого задних сидений с предварительным натяжением"
"20283","Трехточечные ремни безопасности центрального заднего сидения с предварительным натяжением"
"20284","Продольные рейлинги"
"20285","Центральный подлокотник переднего ряда сидений"
"20286","Панель приборов со стрелочными указателями (часового типа)"
"20287","Подстаканники в центральный консоли"
"20288","CD-проигрыватель c внутренней памятью"
"20289","Кондиционер + салонный фильтр от пыли +Пакет \""Plus"
"20294","Стальные диски с декоративными колпаками 15\"""
"20308","Стальные диски 15\'\' c декоративными колпаками Airflow"
"20309","Отделка панелей дверей тканью"
"20310","Отделка сидений тканью Quad"
"20311","Перчаточный ящик переднего пассажира закрываемый (\""бардачок\"")"
"20312","Три независимых (с индивидуальной регулировкой наклона спинки) задних сидения с возможностью съема любого из трех сидений"
"20313","Дополнительный центральный съёмный ящик для хранения (13 л.) с 2-мя подстаканниками для задних пассажиров"
"20314","Три независимых (с индивидуальной регулировкой наклона спинки) задних сидения"
"20315","Подогрев передних сидений + боковые подушки безопасности"
"20316","ESP с ASR + система помощи при начале движения на склоне + Пакет \""Plus\"""
"20317","Передние подголовники, регулирующиеся по высоте + 3 выдвижных задних подголовника"
"20318","Стальные диски 15\"" c декоративными колпаками \""Feroe\"" и шинами 205/65"
"20331","Стальные диски 15\'\' c декоративными колпаками Airflow и шинами 205/65"
"20332","Центральная часть фальшрадиаторной решетки, окрашенная в цвет кузова"
"20333","Кондиционер + салонный фильтр от пыли"
"20334","Двухзонный Климат-контроль + салонный фильтр от пыли + атермическое ветровое стекло."
"20335","Тонированные боковые стёкла + Заднее стекло открываемое и супертонированное"
"20336","Отделка сидений тканью Tecktonic"
"20337","Выдвижные ящики для хранения под сиденьем водителя + карманы для хранения в спинках передних сидений"
"20338","Бортовой компьютер (пройденное расстояние, средний и моментальный расход топлива, автономный запас хода, журнал предупреждений)"
"20339","Дисплей 7\'\'"
"20340","Декоративные колпаки Airflow"
"20341","Индивидуальная регулировка наклона спинки задних сидений"
"20342","Три независимых задних сидения с возможностью съема любого из трех сидений"
"20343","Задний люк в крыше для перевозки длинномерных грузов (отсутствует пластик на верхней части стоек)"
"20344","Стальные диски 15\'\' c декоративными колпаками Feroe"
"20345","Датчики парковки в заднем бампере + электропривод складывания зеркал"
"20346","Двухзонный климат-контроль + салонный фильтр от пыли"
"20347","Навигация eMyWay + экран 7\""+ комплект беспроводной связи Hands free BlueTooth + Вход USB"
"20366","Затемненные задние светодиодные фонари"
"20367","Затемненные передние галогеновые фары"
"20368","Отделка центральной консоли Dark Galvano"
"20369","Система бесключевого доступа в автомобиль Ford Key Free"
"20370","Навигационная система на русском языке с SD-картой (Восточная Европа вкл.Россию)"
"20371","Защита кромок дверей"
"20372","Накладки на пороги передних дверей с логотипом ST"
"20373","Оригинальный комплект отделки кузова ST"
"20374","18\"" оригинальные легкосплавные колесные диски ST"
"20377","Частичная кожаная обивка сидений"
"20378","Кожаная отделка рычага переключения передач ST"
"20379","Напольные коврики ST"
"20380","Система защиты кромок дверей"
"20381","Окраска кузова - Colorado Red"
"20382","Увеличенный задний спойлер ST (для хэтчбека)"
"20383","Спортивные сиденья Recaro с тканевой обивкой"
"20384","Уникальная кожаная отделка рычага переключения передач ST"
"20385","Специальный цвет"
"20386","Ткань Protection, цвет Toring Red"
"20387","Спортивные передние сиденья Recaro с частичной кожаной обивкой"
"20389","Кожа Windsor, цвет Charcoal Black"
"20390","2 ряд сидений Recaro, спрофилированные под 3 человек"
"20391","Кожаные спортивные передние сиденья Recaro"
"20392","Передние спортивные сиденья Recaro"
"20393","Мультиинформационная приборная панель"
"20394","Ручная регулировка водительского сидения"
"20395","Атермальное заднее стекло с обогревом и встроенной антенной"
"20396","2 динамика в задних дверях"
"20397","2 дополнительных высокочастотных динамика"
"20398","2 динамика в передних дверях"
"20399","Противоугонный замок для рулевой колонки"
"20401","Сигнализация о непристегнутом ремне безопасности"
"20402","Сигнализация о незакрытых дверях"
"20403","Декоративные накладки на пороги с надписью Emgrand"
"20404","Окрашенные в цвет кузова наружные дверные ручки с декоративными хромированными вставками"
"20405","Шины размерностью 205/65R15"
"20406","Передние противотуманные фары с дневными ходовыми огнями"
"20407","Функция автоматического включения фар в зависимости от освещенности"
"20408","Солнцезащитные козырьки с зеркалами с подсветкой"
"20409","CD-проигрыватель с радиоприемником"
"20410","Крепление для детского кресла на заднем сидении"
"20411","Передние трехточечные ремни безопасности с преднатяжителями и функцией регулировки по высоте"
"20412","Индикатор предупреждения о непристегнутом ремне безопасности"
"20413","Антиблокировочная система тормозов с функцией электронного распределения тормозных усилий"
"20414","Двухпозиционное внутреннее зеркало заднего вида"
"20415","Дека для CD-проигрывателя"
"20416","Травмобезопасные электростеклоподъемники с функцией закрытия с пульта дистанционного управления"
"20417","Электрическая регулировка водительского сидения"
"20418","DVD-проигрыватель с сенсорным дисплеем"
"20419","Громкая связь \""hands free\"""
"20420","Передние и задние двери с функцией суперблокировки (двойное запирание)"
"20421","Датчик контроля давления в шинах"
"20422","Шины размерностью 215/55R16"
"20423","Выдвигающаяся вручную шторка заднего стекла"
"20424","Травмобезопасные электростеклоподъемники"
"20425","Алюминиевые колесные диски 16\"""
"20449","Двухцветная тканевая обивка салона"
"20450","Рычаг стояночного тормоза, обшитый двухцветной кожей"
"20451","Замок лючка бензобака с электроприводом"
"20452","Крышка кузова"
"20453","Направляющие кронштейны для упрощенного доступа к ремню безопасности"
"20454","Климат-контроль с функцией антизапотевания лобового стекла"
"20455","Хромированные накладки на дверных порогах с подсветкой"
"20456","Оптитронная панель приборов"
"20457","Кондиционер с раздельным управлением (кабина/салон)"
"20458","Сдвижное боковое окно (для 2 ряда сидений)"
"20459","Плафон освещения задней части салона"
"20460","Отделка центральной консоли под металл"
"20461","Ручка на передней левой стойке в салоне"
"20462","Боковой защитный молдинг"
"20463","Плафон освещения задней части салона на светодиодах (6 цветов)"
"20464","Шины 215/70R16"
"20465","АКБ повышенной емкости"
"20466","Обогрев топливного фильтра"
"20467","Климат-контроль с раздельным управлением (кабина/салон)"
"20468","Обивка сидений кожей (бежевый)"
"20469","Регулируемая рулевая колонка по вылету"
"20470","Регулируемая рулевая колонка по высоте"
"20471","Алькантаровый руль"
"20472","Электрорегулировка поясничной опоры сидения водителя"
"20473","Штатная навигационная система"
"20474","Карбоновая решетка радиатора"
"20475","Вышитые логотипы Vettel edition на спинках сидений"
"20476","Задний нижний спойлер из карбона"
"20477","Аэродинамический обвес с карбоновой оттделкой"
"20478","Передний спойлер из карбона"
"20479","Стекла с УФ-фильтром"
"20480","Колесные диски 21\"" BBS"
"20508","Аудиосистема AM/FM, RDS, встроенным в панель жестким диском на 2ГБ, поддержка MP3 и WMA с 6 динамиками IPOD/USB, Bluetooth"
"20509","Система Super lock + полное соответствие требованиям Thatcham"
"20510","Система полного привода All-mode 4WD"
"20511","СVT Вариатор нового поколения Xtronic"
"20512","Освещаемые алюминиевые накладки порогов дверей"
"20513","18” легкосплавные колесные диски (235/65R18)"
"20514","Топливный бак объемом 74л"
"20515","Усовершенствованная система климат-контроля Plasma Cluster с ионизатором и очистителем воздуха Clean Air Vehicle (CAV)"
"20516","Аудиосистема Bose 5.1 Surround Sound с 14 динамиками мощностью 372W"
"20517","Система кругового обзора AVM + датчики парковки спереди и сзади"
"20518","20\'\' легкосплавные колесные диски с летними шинами 235/55R20"
"20519","Двухканальная аудиосистема Hi-Fi 08IT Bose с 12 колонками мощностью 358W и сабвуфером и жестким диском 10ГБ"
"20520","Электрорегулировка сидений водителя и переднего пассажира в 18/14 направлениях"
"20521","Дистанционный усилитель с функцией пространственного звучания Dolby Pro Logic II surround sound"
"20522","Задний фартук в цвет кузова"
"20523","Воздухозаборники на капоте"
"20524","Панели отделки из мореного дуба"
"20525","Отделка «Алюминиевая сетка» на приборной панели и дверях"
"20526","Отделка сидений из кожи R Sofgrain"
"20527","Спортивные сиденья с тисненым логотипом R"
"20528","Усиленная боковая поддержка волительского и пассажирского сидений"
"20529","Приборы с красными стрелками в стилистике «Supercharged»"
"20530","Набор передних и задних ковриков Premium с контрастной строчкой"
"20531","Рулевое колесо XKR-S, обтянутое кожей с контрастной отстрочкой"
"20532","Система объемного звучания Bowers & Wilkins"
"20533","Черная глянцевая отделка боковых воздухозаборников"
"20534","Накладки на пороги с вензелем XKR-S"
"20535","Черная глянцевая отделка ободов боковых окон"
"20536","Черная глянцевая отделка верхней и нижней передних радиаторных решеток"
"20537","Логотипы XKR-S спереди и сзади"
"20538","Оригинальная нижняя панель задней части кузова с диффузором из углеволокна"
"20539","Оригинальное заднее крыло со вставкой из углеволокна"
"20540","Система активного головного освещения с динамическими вращающимися фарами"
"20541","Отделка потолка кожей Jet (темный янтарь) марки Poltrona Frau"
"20542","Сиденья из углеволокна и кожи Soft Grain с логотипом XKR-S"
"20543","Педали из полированной нержавеющей стали"
"20544","Шиноремонтная система Jaguar Tyre Repaire System"
"20545","Трехспицевый спортивный руль"
"20546","Крышка двигателя из углеродного волокна с логотипом XKR-S"
"20547","Черные воздухозаборники"
"20548","Высокоэффективная выхлопная система – две сдвоенных выхлопных трубы"
"20549","Передний рассекатель из углеволокна"
"20550","Легкосплавные кованые диски Vulcan polished"
"20551","Отделка салона – углеродное волокно и кожа"
"20552","Педали из нержавеющей стали, с надписью Jaguar"
"20553","Коврики с окантовкой из нубука, логотипом и надписью Jaguar"
"20555","Зеркала наружные, контрастные"
"20556","Буксировочные крюки, красного цвета (2 - спереди, 1 - сзади)"
"20557","Отделка элементов интерьера прострочкой красного цвета"
"20558","Система подключаемого полного привода Quadra-Trac Active On Demand 4WD"
"20559","Легкосплавные колесные диски черного цвета 20 X 10"
"20560","Полированные легкосплавные колесные диски 20 Х 10"
"20561","Фары головного света адаптивные, биксеноновые"
"20562","Кожаная обивка салона оранжевого цвета"
"20563","6 аудиоколонок Infinity"
"20564","Металлическая защита порогов"
"20565","Функция электронного отключения переднего стабилизатора поперечной устойчивости"
"20566","Механическая блокировка заднего моста Tru-Lok"
"20567","Задний мост \""Next Generation Dana 44\"""
"20568","Передний мост \""Next Generation Dana 44\"""
"20569","Механическая блокировка переднего моста Tru-Lok"
"20570","Система подключаемого полного привода \""4:1 Rock-Trac\"""
"20571","Эмблема Rubicon"
"20572","Легкосплавные колесные диски 7.5 х 18\""  полированные"
"20587","Трубчатые подножки"
"20588","Коврики напольные резиновые Mopar"
"20589","Жёсткий верх Freedom Top в цвет кузова"
"20590","Легкосплавные колесные диски 7.5 х 18\"" крашеные"
"20632","Рулевое колесо и рычаг переключения трасмиссии F Sport"
"20633","Легкосплавные диски 18\"" F Sport"
"20662","Светодиодные задние габаритные, тормозные фонари, подсветка номерного знака"
"20663","Сиденья и рулевое колесо с контрастной красной прострочкой"
"20664","Отделка переднего и заднего центральных подлокотников тканью"
"20665","USB разъемы (c возможностью подключения iPod)"
"20666","Шины 235/60R18"
"20667","Отделка переднего и заднего центральных подлокотников кожей"
"20668","19\"" легкосплавные диски, шины 235/55R19"
"20685","Материал обивки салона - кожа/ Alcantara (сиденья Recaro)"
"20686","Материал обивки салона - кожа Black"
"20687","7 динамиков Bose"
"20688","Многодисковый CD-проигрыватель"
"20689","Регулирование переднего пассажирского сиденья по высоте"
"20690","Охранная сигнализация с пультом дистационного управления"
"20691","Белый цвет боковых зеркал/ Черный цвет боковых зеркал"
"20692","Белый цвет крыши/ Черный цвет крыши"
"20693","Отделка экстерьера Chrome Line"
"20694","Диски из легкого сплава 5-Star Single Spoke style silver R16"
"20695","Обивка салона тканью Cosmos"
"20696","Приборная панель Carbon Black"
"20697","Дополнительные приспособления для расположения вещей в салоне"
"20698","Главный выключатель аккумуляторной батареи"
"20699","Домкрат и гаечный ключ"
"20700","Складывающаяся спинка заднего сидения в отношении 40/60"
"20701","Полностью автоматический кондиционер"
"20702","Защита моторного отсека от брызг и грязи"
"20703","Преднатяжители ремней безопасности передние и задние с инерционными катушками"
"20704","Антипробуксовочная система с возможностью отключения"
"20705","Бампер спортивного типа RALLIART с обтекателем"
"20706","Декоративная решетка радиатора с шильдиком RALLIART"
"20707","Большой задний спойлер"
"20708","Центральный подлокотник с отсеком для вещей"
"20709","Обтянутое кожей трехспицевое рулевое колесо"
"20710","Омыватель и дворник заднего стекла"
"20711","Омыватель лобового стекла и безкаркасные дворники"
"20712","Четыре напольных крючка для для крепления сетки"
"20713","Передние и задние травмобезопасные стеклоподъемники с функцией \""одно касание\"" с водительской стороны"
"20714","Два передних и три задних регулируемых по высоте подголовника"
"20715","Ключи зажигания с кнопками дистанционного управления открытия дверей"
"20716","Крючок для одежды на задней стороне водительской двери"
"20717","Двухзонный климат контроль, панель управления с серебряной окантовкой"
"20718","Антиалергенный фильтр"
"20719","AM/FM радиоприемник"
"20720","6 динамиков (4 динамика + 2 высокочастотных твитера)"
"20721","Монитор камеры заднего вида"
"20722","Аудиодисплей"
"20723","Система «свободные руки» для мобильного телефона (Bluetooth) с кнопками управления на руле"
"20724","Передние ремни безопасности с преднатяжителями, ограничителями усилия и регулировкой по высоте"
"20725","Три задних ремня безопасности"
"20726","Травмобезопасная конструкция интерьера"
"20727","Система курсовой устойчивости"
"20728","Селектор переключения режимов полного привода"
"20729","Шильдик \""4WD\"""
"20730","Тонированные стекла (задние двери, задние боковые стекла, дверь багажника)"
"20731","Легкосплавные колесные диски 7.0J x 18\"""
"20746","Мультиинформационный монохромный LCD дисплей"
"20747","Стальные колесные диски 6.5J x 16\'\' с полноразмерными колѐсными колпаками"
"20748","Уретановый рычаг вариатора"
"20749","Легкосплавные колесные диски 6.5J x 16\"""
"20762","Резина размерностью 225/45"
"20763","LED DTRL"
"20764","Отделка дверных панелей замшей"
"20765","Отделка центрального тоннеля и окантовки ручек открывания дверей черного цвета (carbon black)"
"20766","Спортивные замшевые сидения NISMO"
"20767","Красная прострочка сидений"
"20768","Сиденья с усиленной боковой поддержки"
"20769","Красная прострочка ручки КПП"
"20770","Матовая серая окраска ручки КПП"
"20771","Отделка тахометра в красных тонах"
"20772","Алюминиевые накладки на пороги, логотип NISMO"
"20773","Комплект навесных аэродинамических элементов: передний бампер, решетка радиатора, боковые юбки, задний бампер, диффузор"
"20774","Дневные ходовые огни (габаритные огни)"
"20775","Спортивные замшевые сидения NISMO с красной прострочкой и усиленной боковой поддержкой"
"20776","Задний стеклоочиститель  с прерывистым режимом"
"20777","Аудиосистема custom с 6 динамиками"
"20778","USB вход для CD400"
"20779","Переднее шасси, стойки HiPerStrut  с вынесенными поворотными кулакам"
"20780","Колесные диски 7.5 X 18, многолучевой дизайн"
"20781","Алюминиевые колесные диски  7.5 X 18, Enjoy"
"20782","Тканевая отделка Silvanius"
"20783","Автомагнитола CD 600 NAVI"
"20784","Автомагнитола DVD 900 NAVI"
"20785","Шторка безопасности переднего пассажира"
"20786","Прочие цвета окраски кузова"
"20787","NAVi 900 навигационная система с голосовым управлением"
"20788","Навигационная система NAVI 650"
"20789","Алюминиевые колесные диски 7.5 Х 17 Sport"
"20790","Алюминиевые колесные диски 8.5 Х 20, J, Design 3 черные"
"20791","Алюминиевые колесные диски 8.5 Х 20, Gsi"
"20792","Алюминиевые колесные диски 8.5 Х 20, 10 спиц"
"20793","Алюминиевые колесные диски 7.5 Х 18 Design 7, черные"
"20794","Фоновая подсветка интерьера в дверях и консоли"
"20795","Биксеноновые лампы головного освещения"
"20796","Комбинированная отделка Imola Black"
"20797","Подлокотник с двумя подстаканниками и отсеком для хранения"
"20798","Комбинированная отделка, Dinamica Black - черная, кожа Nappa"
"20799","Комбинированная отделка Imola Red"
"20800","Алюминиевые колесные диски 7.5 Х 18 Sport"
"20801","Алюминиевые колесные диски 8 Х 19, 5 спиц"
"20802","Комбинированная отделка салона Imola"
"20803","Комбинированная отделка салона Dinamica"
"20804","3 спицевое рулевое колесо эргономичное"
"20805","Валики для ног водителя и переднего пассажира"
"20806","Голосовое управление навигационной системой"
"20807","Цветной информационный дисплей 7\"""
"20861","Стикер на крышу \""GTi Damiers\"""
"20862","Легкосплавные колесные диски 17\"" с шинами 205/45 Diamant Noir Onyx"
"20864","Комбинированная обивка GTi: кожа Cuir Club Nappa + ткань Maille Caro, вставки красного цвета, прострочка сидений красного цвета"
"20865","Сиденье водителя с продольной регулировкой наклоняющейся спинкой"
"20866","Двухстворчатая распашная задняя застекленная дверь со стеклоочистителем"
"20868","Сплошная перегородка в половину высоты съёмная/несъёмная, решётка до потолка"
"20869","Сплошная перегородка в половину высоты съёмная/несъёмная, решётка до потолка, окно для погрузки длинномерных грузов"
"20870","Сплошная перегородка в половину высоты съёмная/несъёмная, решётка до потолка, боковые расширители"
"20871","Сплошная перегородка в половину высоты съёмная/несъёмная"
"20872","Сплошная перегородка в половину высоты, решётка до потолка, окно для погрузки длинномерных грузов, боковые расширители"
"20873","CD/МР3 магнитола RCM4"
"20874","Защитное ограждение сиденья водителя"
"20875","Двухстворчатая распашная задняя неостекленная  дверь"
"20876","Две боковые сдвижные двери"
"20878","Заднее окно"
"20879","Тройное многофункциональное сиденье Multi-Flex"
"20880","Покрытие пола грузового отсека"
"20881","Два боковых приоткрывающихся задних окна"
"20882","Декоративные колпаки в цвет кузова"
"20883","Передний и задний бампер, с алюминиевыми вставками"
"20884","Декоративные решетки на фарах"
"20885","Кожаная оплетка руля и рукоятки рычага переключения передач с красной прострочкой"
"20886","Передние травмобезопасные подголовники, три задних подголовника"
"20887","Сиденья \""Rеcaro\"" с тканевой обивкой с регулировкой водительского и пассажирского сидения по высоте"
"20888","CD/MP3-аудиосистема 4х20Вт + Bluetooth + AUX+ USB + подрулевой джойстик"
"20889","6 подушек безопасности: 2 фронитальные для водителя и пассажира, 2 передние боковые и 2 надувные шторки"
"20890","Защита от пыли"
"20891","Регулируемые трехточечные ремни безопасности с преднятяжителями и ограничителями усилий (красного цвета)"
"20892","Система помощи при поворотах (CSV)"
"20893","Легкосплавные колесные диски черного матового цвета Tibor 18\'\'"
"20894","Декоративные элементы красного цвета на кузове (накладка на передний бампер, молдинги, спойлер)"
"20895","Тканевая обивка сидений с красной прострочкой"
"20896","RS монитор"
"20897","Задние затемненные стекла"
"20898","Легкосплавные диски 18\"" Chrome satine"
"20900","Легкосплавные диски 18\""  Black Mat"
"20922","Спортивные передние сиденья с лого FR"
"20923","Отделка: черная кожа (только некоторые лицевые части) + малый кожаный пакет"
"20924","Импульсные травмобезопасные электростеклоподъемники передние / задние"
"20925","Функция сопроводительного освещения"
"20926","Отделка: черная кожа (частично) + малый кожаный пакет"
"20927","Шторка багажного отделения двухпозиционная"
"20929","2 складных ключа с функцией дистанционного открывания дверей и багажника (3 кнопки)"
"20930","Бортовой компьютер с указателем наружной температуры"
"20931","Монохромная мультимедийная система с сенсорным дисплеем (USB, SD)"
"20932","6 подушек безопасности (2 фронтальных + 2 боковых + 2 занавесочного типа)"
"20933","Подушка безопасности для коленей (включает отключение подушки  безопасности пассажира)"
"20934","Система предупреждения о спущенных шинах"
"20935","Подготовка под установку прицепного устройства (вкл. электроразводку)"
"20936","Наружные зеркала и дверные ручки, окрашенные в цвет кузова"
"20937","Специальная окраска кузова, цвет голубой Azul Alor / Alor Blue"
"20938","Галогенные фары с дневными ходовыми огнями"
"20939","Подсветка багажника и перчаточного ящика"
"20940","Аварийное запасное колесо 16\"""
"20944","Обновление навигационных карт"
